,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_loss,param_learning_rate,param_eta0,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,7.526750326156616,0.29925986014791006,0.010460376739501953,0.0003344393534878966,log,constant,0.1,1e-06,"{'loss': 'log', 'learning_rate': 'constant', 'eta0': 0.1, 'alpha': 1e-06}",0.5415601023017903,0.5252557544757033,0.551150895140665,0.5513640238704177,0.5581841432225064,0.5455029838022165,0.011424177058656462,24
1,4.639806842803955,0.08551581203431263,0.009899759292602539,0.00015497857593698496,modified_huber,constant,1.0,0.1,"{'loss': 'modified_huber', 'learning_rate': 'constant', 'eta0': 1.0, 'alpha': 0.1}",0.19639812446717816,0.13544330775788577,0.12041773231031543,0.18137254901960784,0.1307544757033248,0.15287723785166238,0.030176243483687495,80
2,32.0570161819458,0.49244416626466325,0.009528446197509765,0.00016352535065393165,hinge,optimal,0.1,1e-06,"{'loss': 'hinge', 'learning_rate': 'optimal', 'eta0': 0.1, 'alpha': 1e-06}",0.5073529411764706,0.49584398976982097,0.4725063938618926,0.5132139812446718,0.5037297527706734,0.4985294117647058,0.014177050121455611,32
3,12.077676105499268,0.599303260282049,0.00898728370666504,0.000422001439972421,log,optimal,10.0,0.01,"{'loss': 'log', 'learning_rate': 'optimal', 'eta0': 10.0, 'alpha': 0.01}",0.5015984654731458,0.4908354646206309,0.49648337595907927,0.484228473998295,0.4989343563512361,0.49441602728047745,0.0062110114696476695,34
4,75.13696870803832,11.732442848185118,0.008736515045166015,0.0001112388223386488,squared_loss,invscaling,100.0,1e-06,"{'loss': 'squared_loss', 'learning_rate': 'invscaling', 'eta0': 100.0, 'alpha': 1e-06}",0.0399616368286445,0.024083546462063087,0.025255754475703326,0.02014066496163683,0.015025575447570333,0.024893435635123615,0.008340280287606156,98
5,7.88908019065857,0.31658137243068607,0.007900381088256836,0.0005583939765331771,log,constant,1.0,0.0001,"{'loss': 'log', 'learning_rate': 'constant', 'eta0': 1.0, 'alpha': 0.0001}",0.43318414322250637,0.41155157715260016,0.4141091219096334,0.4129369138959932,0.36508951406649615,0.4073742540494458,0.022573884346837856,64
6,25.45950331687927,0.12991140966729608,0.008442068099975586,1.5678881431473506e-05,huber,optimal,0.1,1e-05,"{'loss': 'huber', 'learning_rate': 'optimal', 'eta0': 0.1, 'alpha': 1e-05}",0.17465899403239557,0.13608269394714406,0.1547314578005115,0.14439471440750212,0.14641943734015345,0.15125745950554131,0.013118519130380321,81
7,37.31378326416016,0.1777352330441328,0.008675956726074218,0.00014208711996060918,huber,adaptive,1.0,0.001,"{'loss': 'huber', 'learning_rate': 'adaptive', 'eta0': 1.0, 'alpha': 0.001}",0.420076726342711,0.414535379369139,0.42764279624893436,0.42231457800511507,0.42487212276214836,0.4218883205456095,0.004461981156615832,58
8,5.399380111694336,0.031300760465615834,0.007704401016235351,0.0006146349510558668,squared_loss,invscaling,0.01,0.1,"{'loss': 'squared_loss', 'learning_rate': 'invscaling', 'eta0': 0.01, 'alpha': 0.1}",0.43648763853367434,0.4280690537084399,0.43201193520886616,0.42828218243819266,0.43414322250639387,0.4317988064791133,0.0032803828061926583,50
9,15.566063451766968,0.7352837517504924,0.0077189445495605465,0.00046495927953695156,modified_huber,invscaling,1.0,0.01,"{'loss': 'modified_huber', 'learning_rate': 'invscaling', 'eta0': 1.0, 'alpha': 0.01}",0.5803495311167945,0.5756606990622336,0.5857843137254902,0.5898337595907929,0.5810954816709293,0.5825447570332482,0.004856623433920461,17
10,4.20268030166626,0.18471215678941494,0.007294607162475586,5.8350802889692063e-05,hinge,optimal,100.0,0.1,"{'loss': 'hinge', 'learning_rate': 'optimal', 'eta0': 100.0, 'alpha': 0.1}",0.47634271099744246,0.4648337595907928,0.4638746803069054,0.44607843137254904,0.4616368286445013,0.4625532821824382,0.009688711096453785,40
11,32.89687914848328,2.3364101424915114,0.008803939819335938,0.0001498428885333874,modified_huber,invscaling,1000.0,1e-05,"{'loss': 'modified_huber', 'learning_rate': 'invscaling', 'eta0': 1000.0, 'alpha': 1e-05}",0.45044757033248084,0.45822676896845693,0.47495737425404944,0.4658994032395567,0.47367860187553285,0.46464194373401535,0.009298227843231519,39
12,45.587617778778075,0.35653884872074704,0.008781909942626953,9.062816754613854e-05,hinge,adaptive,100.0,0.1,"{'loss': 'hinge', 'learning_rate': 'adaptive', 'eta0': 100.0, 'alpha': 0.1}",0.5479539641943734,0.5441176470588235,0.5476342710997443,0.547847399829497,0.5536018755328218,0.548231031543052,0.003044534766153414,23
13,4.93171238899231,0.025932427060352398,0.0075950145721435545,8.964505601375894e-05,huber,constant,0.01,0.0001,"{'loss': 'huber', 'learning_rate': 'constant', 'eta0': 0.01, 'alpha': 0.0001}",0.2869778346121057,0.2571398124467178,0.32011935208866155,0.25021312872975277,0.2893222506393862,0.2807544757033248,0.025108391632991583,75
14,384.21345167160035,33.583220673229846,0.009046602249145507,0.0001389711118381167,squared_hinge,adaptive,1.0,1e-05,"{'loss': 'squared_hinge', 'learning_rate': 'adaptive', 'eta0': 1.0, 'alpha': 1e-05}",0.4891304347826087,0.4695225916453538,0.47772804774083544,0.45247229326513216,0.4871057118499574,0.4751918158567775,0.013348972225735094,35
